SCH_NAME,ADDRESSES,NCESSCH
Bradford Hgts El Sch,"1330 Romig Rd, Downingtown, PA 19335",420771009949
Oklahoma El Sch,"1032 Chestnut Ave, DuBois, PA 15801",420783001532
Dubois Area MS,"404 Liberty Blvd, DuBois, PA 15801",420783001541
C G Johnson El Sch,"923 Jackson St, Reynoldsville, PA 15851",420783002385
Dubois Area SHS,"425 Orient Ave, DuBois, PA 15801",420783006156
Juniata El Sch,"248 Juniata Street, DuBois, PA 15801",420783006157
Wasson Avenue El Sch,"300 Wasson Ave, DuBois, PA 15801",420783006918
Dunmore El Ctr,"300 W Warren St, Dunmore, PA 18512",420798006591
Dunmore JSHS,"300 W Warren St, Dunmore, PA 18512",420798007540
Duquesne El Sch,"300 Kennedy Avenue, Duquesne, PA 15110",420801000924
Logan El Sch,"1154 Jacks Run Rd, North Versailles, PA 15137",420806007558
East Allegheny JSHS,"1150 Jacks Run Rd, North Versailles, PA 15137",420806007559
East Forest JSHS,"120 W Birch St, Marienville, PA 16239",420828006159
East Forest El Sch,"120 W Birch St, Marienville, PA 16239",420828006160
West Forest JSHS,"22318 Route 62 Box 15, Tionesta, PA 16353",420828006161
West Forest El Sch,"22318 Route 62 Box 15, Tionesta, PA 16353",420828006701
Jackson El Sch,"558 W Main Ave, Myerstown, PA 17067",420846002735
Eastern Lebanon Co SHS,"180 Elco Dr, Myerstown, PA 17067",420846002740
Fort Zeller El Sch,"243 North Sheridan Road, Richland, PA 17087",420846006611
Eastern Lebanon Co MS,"60 Evergreen Dr, Myerstown, PA 17067",420846006612
ELCO Intermd Sch,"100 Evergreen Drive, Myerstown, PA 17067",420846007359
George A Ferrell El Sch,"34 Court Street, Picture Rocks, PA 17762",420849003018
Joseph C Ashkar El Sch,"350 South Broad Street, Hughesville, PA 17737",420849003019
Carl G Renn El Sch,"183 School Lane, Lairdsville, PA 17742",420849003021
Hughesville JSHS,"349 Cemetery St, Hughesville, PA 17737",420849006364
Lower Macungie MS,"6299 Lower Macungie Road, Macungie, PA 18062",420855000376
Eyer MS,"5616 Buckeye Rd, Macungie, PA 18062",420855000377
Alburtis El Sch,"222 West Third Street, Alburtis, PA 18011",420855002799
Lincoln El Sch,"233 Seem St, Emmaus, PA 18049",420855002802
Macungie El Sch,"4062 Brookside Rd, Macungie, PA 18062",420855002804
Jefferson El Sch,"520 Elm St, Emmaus, PA 18049",420855002808
Emmaus HS,"500 Macungie Ave, Emmaus, PA 18049",420855002809
Wescosville El Sch,"1064 Liberty Ln, Wescosville, PA 18106",420855004827
Shoemaker El Sch,"4068 N Fairview St, Macungie, PA 18062",420855005239
Willow Lane El Sch,"6135 Sauerkraut Ln, Macungie, PA 18062",420855007352
East Pennsboro El Sch,"840 Panther Pkwy, Enola, PA 17025",420858001705
East Pennsboro Area SHS,"425 W Shady Ln, Enola, PA 17025",420858001707
West Creek Hills El Sch,"400 Erford Rd, Camp Hill, PA 17011",420858004850
East Pennsboro Area MS,"529 N Enola Dr, Enola, PA 17025",420858005220
J T Lambert Intermediate Sch,"2000 Milford Rd, East Stroudsburg, PA 18301",420867000051
Resica El Sch,"1 Gravel Ridge Rd, East Stroudsburg, PA 18302",420867000130
Bushkill El Sch,"131 North School Dr, Dingmans Ferry, PA 18328",420867000373
East Stroudsburg SHS North,"279 Timberwolf Dr, Dingmans Ferry, PA 18328",420867000518
Lehman Intermediate Sch,"257 Timberwolf Dr, Dingmans Ferry, PA 18328",420867000522
Middle Smithfield El Sch,"5180 Milford Rd, East Stroudsburg, PA 18302",420867003201
Smithfield El Sch,"245 River Rd, East Stroudsburg, PA 18301",420867003202
J M Hill El Sch,"151 E Broad St, East Stroudsburg, PA 18301",420867003204
East Stroudsburg El Sch,"93 Independence Rd, East Stroudsburg, PA 18301",420867006798
East Stroudsburg SHS South,"279 N Courtland St, East Stroudsburg, PA 18301",420867006935
Eastern York MS,"746 Cool Creek Rd, Wrightsville, PA 17368",420879000159
Canadochly El Sch,"100 Abels Rd, East Prospect, PA 17317",420879004559
Wrightsville El Sch,"320 Chestnut St, Wrightsville, PA 17368",420879004563
Eastern York HS,"720 Cool Creek Rd, Wrightsville, PA 17368",420879004564
Kreutz Creek El Sch,"50 North Lee Street, Hellam, PA 17406",420879006285
Brecknock El Sch,"361 School Rd, Denver, PA 17517",420882002500
Blue Ball El Sch,"126 Ewell Rd, East Earl, PA 17519",420882002552
Garden Spot SHS,"669 E Main St, New Holland, PA 17557",420882002554
New Holland Elementary,"126 Eastern School Rd, New Holland, PA 17557",420882004707
Garden Spot MS,"669 E Main St # 609, New Holland, PA 17557",420882007267
Palmer El Sch,"3050 Green Pond Rd, Easton, PA 18045",420885003473
Forks El Sch,"1709 Richmond Rd, Easton, PA 18040",420885003477
March El Sch,"429 Reeder St, Easton, PA 18042",420885003478
Easton Area HS,"2601 William Penn Hwy, Easton, PA 18045",420885003482
Cheston El Sch,"723 Coal St, Easton, PA 18042",420885004915
Tracy El Sch,"990 Echo Trail, Easton, PA 18040",420885005064
Paxinosa El Sch,"1221 Northampton St, Easton, PA 18042",420885005350
Shawnee El Sch,"1315 Echo Trail, Easton, PA 18040",420885006947
Easton Area MS,"1010 Echo Trail, Easton, PA 18040",420885007563
Central El Sch,"401 Rock Run Road, Elizabeth, PA 15037",420909000136
William Penn El Sch,"392 William Penn Road, Monongahela, PA 15063",420909000139
Mt Vernon El Sch,"2400 Greenock Buena Vista Road, McKeesport, PA 15135",420909000142
Elizabeth Forward SHS,"1000 Weigles Hill Road, Elizabeth, PA 15037",420909000144
Greenock El Sch,"1101 Greenock Buena Vista Rd, McKeesport, PA 15135",420909000257
Elizabeth Forward MS,"401 Rock Run Road, Elizabeth, PA 15037",420909004804
Mill Road El Sch,"35 Elm Ave, Elizabethtown, PA 17022",420912002558
Rheems El Sch,"130 Alida St, Rheems, PA 17570",420912002559
East High Street El Sch,"800 E High St, Elizabethtown, PA 17022",420912002561
Elizabethtown Area SHS,"600 E High St, Elizabethtown, PA 17022",420912002562
Elizabethtown Area MS,"600 E High St, Elizabethtown, PA 17022",420912006862
Bear Creek School,"1459 Sheaffer Road, Elizabethtown, PA 17022",420912007385
Elk Lake El Sch,"2380 Elk Lake School Road, Springville, PA 18844",420915006417
Elk Lake JSHS,"2380 Elk Lake School Road, Springville, PA 18844",420915006418
Lincoln JSHS,"501 Crescent Ave, Ellwood City, PA 16117",420924002675
Perry Lower Intrmd Sch,"619 Portersville Rd., Ellwood City, PA 16117",420924007372
Hartman Intrmd Sch,"Crescent Avenue & 4th Street, Ellwood City, PA 16117",420924007373
North Side Primary School,"Orchard & North Streets, Ellwood City, PA 16117",420924007375
Akron El Sch,"125 S 11th St, Akron, PA 17501",420927002564
Clay El Sch,"250 Clay School Rd, Ephrata, PA 17522",420927002568
Highland El Sch,"99 Highland Ave, Ephrata, PA 17522",420927002570
Ephrata SHS,"803 Oak Blvd, Ephrata, PA 17522",420927006293
Ephrata MS,"957 Hammon Ave, Ephrata, PA 17522",420927006712
Fulton El Sch,"51 East Fulton Street, Ephrata, PA 17522",420927007268
Northwest PA Collegiate Academy,"2825 State St, Erie, PA 16508",420930000273
Grover Cleveland El Sch,"1540 W 38th St, Erie, PA 16508",420930002001
Diehl Sch,"2327 Fairmont Pkwy, Erie, PA 16510",420930002003
Edison El Sch,"1921 E Lake Rd, Erie, PA 16511",420930002004
Harding Sch,"820 Lincoln Ave, Erie, PA 16505",420930002009
Jefferson El Sch,"230 East 38th St, Erie, PA 16504",420930002011
Lincoln El Sch,"831 E 31st St, Erie, PA 16504",420930002013
Perry El Sch,"955 W 29th St, Erie, PA 16508",420930002018
JoAnna Connell Sch,"1820 E 38th St, Erie, PA 16510",420930002021
Woodrow Wilson MS,"718 E 28th St, Erie, PA 16504",420930002025
Pfeiffer-Burleigh Sch,"235 E 11th St, Erie, PA 16503",420930007035
McKinley El Sch,"933 E 22nd St, Erie, PA 16503",420930007142
Strong Vincent MS,"1330 West 8, Erie, PA 16502",420930007609
East MS,"1001 Atkins St, Erie, PA 16503",420930007610
Erie HS,"3325 Cherry St, Erie, PA 16508",420930007612
Breezewood El Sch,"133 N Main St, Breezewood, PA 15533",420936000735
Everett Area MS,"1 Renaissance Circle, Everett, PA 15537",420936000989
Everett Area HS,"1 Renaissance Circle, Everett, PA 15537",420936001009
Everett Area El Sch,"165 E 1st Ave, Everett, PA 15537",420936007006
Reiffton Sch,"4355 Dunham Drive, Reading, PA 19606",420948000702
Owatin Creek El Sch,"5000 Boyertown Pike, Reading, PA 19606",420948000783
Lorane El Sch,"699 Rittenhouse Dr, Reading, PA 19606",420948000786
Exeter Twp JHS,"151 E 39th St, Reading, PA 19606",420948000787
Exeter Twp SHS,"201 E 37th St, Reading, PA 19606",420948000788
Jacksonwald El Sch,"100 Church Lane, Reading, PA 19606",420948006731
Fairfield Area HS,"4840 Fairfield Rd, Fairfield, PA 17320",420954006269
Fairfield Area El Sch,"4842 Fairfield Rd, Fairfield, PA 17320",420954006270
Fairfield Area MS,"4840 Fairfield Rd, Fairfield, PA 17320",420954009987
Fairview El Sch,"5145 Avonia Rd, Fairview, PA 16415",420957000206
Fairview MS,"4967 Avonia Rd, Fairview, PA 16415",420957002032
Fairview HS,"7460 McCray Rd, Fairview, PA 16415",420957006737
Sugarcreek El Sch,"1290 State Route 268, Cowansville, PA 16218",420960000083
Chicora El Sch,"205 Kittanning Street, Chicora, PA 16025",420960001153
Karns City HS,"1446 Kittanning Pike, Karns City, PA 16041",420960001154
Fannett-Metal MS,"14823 Path Valley Road, Willow Hill, PA 17271",420966000283
Fannett-Metal SHS,"14823 Path Valley Road, Willow Hill, PA 17271",420966002201
Fannett-Metal El Sch,"14823 Path Valley Road, Willow Hill, PA 17271",420966006826
Farrell Area HS/UMS,"1700 Roemer Blvd, Farrell, PA 16121",420969005248
Farrell Area ES/LMS,"1600 Roemer Blvd, Farrell, PA 16121",420969007143
Ferndale El Sch,"100 Dartmouth Ave, Johnstown, PA 15905",420975001223
Ferndale Area JSHS,"600 Harlan Ave, Johnstown, PA 15905",420975001225
Andrew Maier El Sch,"355 Andrew Maier Blvd, Blandon, PA 19510",420978000791
Richmond El Sch,"14432 Kutztown Road, Fleetwood, PA 19522",420978000860
Fleetwood SHS,"803 N Richmond St, Fleetwood, PA 19522",420978005023
Fleetwood MS,"407 N Richmond St, Fleetwood, PA 19522",420978006311
Willow Creek El Sch,"605 Crisscross Rd, Fleetwood, PA 19522",420978007311
Forbes Road JSHS,"159 Red Bird Drive, Waterfall, PA 16689",420987002246
Forbes Road El Sch,"143 Red Bird Drive, Waterfall, PA 16689",420987006840
Forest City Regional HS,"100 Susquehanna St, Forest City, PA 18421",420993006419
Forest City Regional El Sch,"100 Susquehanna Street, Forest City, PA 18421",420993006420
Youth Forestry Camp #3,"Trough Creek State ParkRD 1 Box 175, James Creek, PA 16657",420993107192
Loysville Youth Dev Ctr,"Loysville Complex10 Opportunity Drive, Loysville, PA 17047",420993207193
North Central Secure Trmnt Unt,"210 Clinic Rd, Danville, PA 17821",420993307194
Youth Forestry Camp #2,"Hickory Run State Park, White Haven, PA 18661",420993407195
Forest Hills El Sch,"547 Locust Street, Sidman, PA 15955",420994006899
Forest Hills JSHS,"489 Locust St, Sidman, PA 15955",420994007586
Fort Cherry JSHS,"110 Fort Cherry Road, Mc Donald, PA 15057",420996004242
Fort Cherry El Ctr,"110 Fort Cherry Road, Mc Donald, PA 15057",420996007270
Waterford El Sch,"323 Cherry Street, Waterford, PA 16441",420999002035
Robison El Sch,"1651 Robison Road West, Erie, PA 16509",420999002036
Fort LeBoeuf SHS,"931 N High St, Waterford, PA 16441",420999002037
Mill Village El Sch,"2757 East Center Street, Mill Village, PA 16427",420999005226
Fort LeBoeuf MS,"865 Cherry St, Waterford, PA 16441",420999005328
Dorseyville MS,"3732 Saxonburg Blvd, Pittsburgh, PA 15238",421007000147
Fairview El Sch,"738 Dorseyville Rd, Pittsburgh, PA 15238",421007000149
Kerr El Sch,"341 Kittanning Pike, Pittsburgh, PA 15215",421007000153
Fox Chapel Area HS,"611 Field Club Rd, Pittsburgh, PA 15238",421007000156
OHara El Sch,"115 Cabin Lane, Pittsburgh, PA 15238",421007000461
Hartwood El Sch,"3730 Saxonburg Blvd, Pittsburgh, PA 15238",421007006780
North Schuylkill JSHS,"15 Academy Lane Route 61, Ashland, PA 17921",421011003883
North Schuylkill Elem Sch,"38 Line St, Ashland, PA 17921",421011006069
North Star HS,"400 Ohio St, Boswell, PA 15531",421011503988
North Star Central El Sch,"1215 Morris Ave, Boswell, PA 15531",421011504837
North Star East MS,"3598 Whistler Rd, Stoystown, PA 15563",421011509950
Sandycreek El Sch,"297 Pone Lane, Franklin, PA 16323",421020004101
Franklin Area JSHS,"246 Pone Lane, Franklin, PA 16323",421020004106
Central El Sch,"1276 Otter St, Franklin, PA 16323",421020004667
Victory El Sch,"1819 Georgetown Rd, Harrisville, PA 16038",421020006166
Franklin Regional MS,"4660 Old William Penn Hwy, Murrysville, PA 15668",421023000442
Newlonsburg El Sch,"3170 School Rd, Murrysville, PA 15668",421023004354
Sloan El Sch,"4121 Sardis Rd, Murrysville, PA 15668",421023004357
Franklin Regional SHS,"3200 School Rd, Murrysville, PA 15668",421023004360
Heritage El Sch,"3240 School Rd, Murrysville, PA 15668",421023007202
Frazier HS,"142 Constitution St, Perryopolis, PA 15473",421035002126
Frazier El Sch,"142 Constitution St, Perryopolis, PA 15473",421035006686
Frazier MS,"142 Constitution St, Perryopolis, PA 15473",421035007203
Freedom Area SHS,"1190 Bulldog Dr, Freedom, PA 15042",421038006563
Freedom Area MS,"1702 School Street, Freedom, PA 15042",421038007565
Freedom Area El Sch,"1700 School St., Freedom, PA 15042",421038007570
Buffalo El Sch,"500 Sarver Rd, Sarver, PA 16055",421044000591
South Buffalo El Sch,"562 Freeport Rd, Freeport, PA 16229",421044000592
Freeport Area SHS,"625 South Pike Rd, Freeport, PA 16055",421044000594
Freeport Area MS,"629 South Pike Rd., Sarver, PA 16055",421044007566
Galeton Area Sch,"27 Bridge Street, Galeton, PA 16922",421053006223
Garnet Valley El Sch,"599 Smithbridge Rd, Glen Mills, PA 19342",421059000316
Bethel Springs El Sch,"3280 Foulk Road, Garnet Valley, PA 19060",421059000641
Garnet Valley HS,"552 Smithbridge Rd, Glen Mills, PA 19342",421059001869
Concord El Sch,"114 Station Road, Glen Mills, PA 19342",421059006506
Garnet Valley MS,"601 Smithbridge Rd, Glen Mills, PA 19342",421059010013
Evergreen El Sch,"3831 Evergreen Dr, Monroeville, PA 15146",421062000157
University Park El Sch,"320 Noel Dr, Monroeville, PA 15146",421062000165
Gateway MS,"4450 Old William Penn Hwy, Monroeville, PA 15146",421062000167
Moss Side MS,"9000 Gateway Campus Blvd, Monroeville, PA 15146",421062000169
Gateway SHS,"3000 Gateway Campus Blvd, Monroeville, PA 15146",421062000170
Ramsey El Sch,"2200 Ramsey Rd, Monroeville, PA 15146",421062005191
Dr Cleveland Steward Jr El Sch,"5000 Gateway Campus Blvd, Monroeville, PA 15146",421062009980
Edinboro El Sch,"5390 Route 6N, Edinboro, PA 16412",421065002038
McKean El Sch,"5120 West Rd, Mc Kean, PA 16426",421065002039
General McLane HS,"11761 Edinboro Rd, Edinboro, PA 16412",421065002040
James W Parker MS,"11781 Edinboro Rd, Edinboro, PA 16412",421065005225
Gettysburg Area MS,"37 Lefever St, Gettysburg, PA 17325",421071000010
Lincoln El Sch,"98 Lefever Street, Gettysburg, PA 17325",421071000452
James Gettys El Sch,"898 Biglerville Rd, Gettysburg, PA 17325",421071005126
Gettysburg Area HS,"1130 Old Harrisburg Rd, Gettysburg, PA 17325",421071006271
Franklin Twp El Sch,"870 Old Route 30, Cashtown, PA 17310",421071007382
Elk Valley El Sch,"2556 Maple Ave, Lake City, PA 16423",421074002042
Girard HS,"1135 Lake St, Girard, PA 16417",421074002043
Rice Avenue MS,"1100 Rice Ave, Girard, PA 16417",421074006777
Glendale JSHS,"1466 Beaver Valley Rd, Flinton, PA 16640",421083005219
Glendale El Sch,"1500 Beaver Valley Rd, Flinton, PA 16640",421083006952
Brecknock El Sch,"10 South Waverly St, Shillington, PA 19607",421086000793
Cumru El Sch,"Philadelphia Avenue, Shillington, PA 19607",421086000794
Governor Mifflin MS,"130 East Lancaster Avenue, Shillington, PA 19607",421086000801
Governor Mifflin SHS,"101 S Waverly St, Shillington, PA 19607",421086000802
Intermediate Sch,"600 Governor Dr, Shillington, PA 19607",421086006794
Mifflin Park El Sch,"598 Governor Dr, Shillington, PA 19607",421086007065
General Wayne El Sch,"20 Devon Road, Malvern, PA 19355",421087000606
Charlestown El Sch,"2060 Charlestown Rd, Malvern, PA 19355",421087001368
Great Valley MS,"255 North Phoenixville Pike, Malvern, PA 19355",421087001422
Great Valley HS,"225 North Phoenixville Pike, Malvern, PA 19355",421087001424
Sugartown El Sch,"611 Sugartown Rd, Malvern, PA 19355",421087001461
Kathryn D. Markley El Sch,"354 Swedesford Rd, Malvern, PA 19355",421087006479
Greensburg-Salem MS,"301 N Main St, Greensburg, PA 15601",421092004372
Greensburg-Salem HS,"65 Mennel Dr, Greensburg, PA 15601",421092004373
Nicely El Sch,"55 McLaughlin Dr, Greensburg, PA 15601",421092005165
Metzgar El Sch,"140 CC Hall Drive, New Alexandria, PA 15670",421092005166
Amos K Hutchinson El Sch,"810 Welty St, Greensburg, PA 15601",421092009982
Greater Johnstown SHS,"222 Central Ave, Johnstown, PA 15902",421095001251
Greater Johnstown MS,"220 Messenger Street, Johnstown, PA 15902",421095001252
Greater Johnstown School District's Cybe,"1091 Broad St, Johnstown, PA 15906",421095007529
West Side El Sch,"196 Westgate Dr, Johnstown, PA 15905",421095007613
Greater Johnstown CTC,"445 Schoolhouse Road, Johnstown, PA 15904",421097005288
Baggaley El Sch,"4080 Route 982, Latrobe, PA 15650",421098004379
Mountain View El Sch,"1010 Mountain View Dr, Greensburg, PA 15601",421098004380
Latrobe El Sch,"1501 Ligonier St, Latrobe, PA 15650",421098004386
Greater Latrobe SHS,"131 High School Rd, Latrobe, PA 15650",421098004845
Greater Latrobe JHS,"130 High School Rd, Latrobe, PA 15650",421098006957
Greencastle-Antrim Pri Sch,"504 East Leitersburg Street, Greencastle, PA 17225",421101000158
Greencastle-Antrim El Sch,"500 East Leitersburg Street, Greencastle, PA 17225",421101002202
Greencastle-Antrim SHS,"300 S Ridge Ave, Greencastle, PA 17225",421101002206
Greencastle-Antrim MS,"370 South Ridge Ave, Greencastle, PA 17225",421101005117
Hempfield El Sch,"60 Fredonia Rd, Greenville, PA 16125",421116003133
East El Sch,"71 Columbia Ave, Greenville, PA 16125",421116003135
Greenville JSHS,"9 Donation Road, Greenville, PA 16125",421116003137
Greenwood MS,"405 E Sunbury St, Millerstown, PA 17062",421119000220
Greenwood HS,"405 E Sunbury St, Millerstown, PA 17062",421119006341
Greenwood El Sch,"405 E Sunbury St, Millerstown, PA 17062",421119007001
Highland Primary Center,"611 Highland Ave, Grove City, PA 16127",421122003143
Grove City Area HS,"511 Highland Ave, Grove City, PA 16127",421122003145
George Jr Republic HS,"233 George Junior Rd, Grove City, PA 16127",421122006125
Hillview Intermediate Center,"482 E Main Street Ext, Grove City, PA 16127",421122006844
Grove City Area MS,"100 Middle School Drive, Grove City, PA 16127",421122007389
George Jr Republic El Sch,"233 George Junior Rd, Grove City, PA 16127",421122007606
George Jr Republic MS,"233 George Junior Rd, Grove City, PA 16127",421122009981
Enders-Fisherville El Sch,"791 Enders Rd, Halifax, PA 17032",421131001753
Halifax Area El Sch,"151 School Rd, Halifax, PA 17032",421131005038
