#Script/Language Identifier zh
#Script/Language Description Chinese
#
Version 1 20120329
#
#This is the Chinese IDN Table for the proposed TLD.
#
#It was derived from the following sources:
#
#    IDN Character Table for CNNIC: http://www.iana.org/domains/idn-tables/tables/cn_zh-cn_4.0.html
#    IDN Character Table for TWNIC: http://www.iana.org/domains/idn-tables/tables/tw_zh-tw_4.0.1.html
#
#For each code point in the repertoire specified in the tables above, the preferred variants from each table are merged to yield both the traditional and simplified forms (if they differ). Similarly, the other variants from each table are merged.
#
#Format
#
#This table is an adaptation of the table format specified in RFC 3743. Columns are delimited by semicolon, in the form of:
#
#CODE POINT;CANONICAL CODE POINT;PREFERRED VARIANTS[;OTHER VARIANTS]
#
#The "CODE POINT" column specifies the code point available for registration.
#The "CANONICAL CODE POINT" column specifies an internal code point used for the efficient blocking of variant labels.
#The "PREFERRED VARIANTS" column lists the preferred variants that are related to the given code point in the first column.
#The "OTHER VARIANTS" column, if present, lists other variants that are related to the given code point in the first column.
#These preferred variants are separated by commas.
#Acknowledgements
#
#Donuts, Inc. would like to express its gratitude towards CNNIC and TWNIC for publishing their respective tables for the benefit of the community.
U+96CC;U+96CC;U+96CC	# ?;?;?;
U+96CD;U+96CD;U+96CD;U+96DD	# ?;?;?;?
U+96CE;U+96CE;U+96CE	# ?;?;?;
U+96CF;U+96CF;U+96CF,U+96DB;U+9DB5	# ?;?;?,?;?
U+96D0;U+96D0;U+96D0	# ?;?;?;
U+96D1;U+6742;U+6742,U+96DC;U+96E5	# ?;?;?,?;?
U+96D2;U+96D2;U+96D2	# ?;?;?;
U+96D3;U+96D3;U+96D3	# ?;?;?;
U+96D4;U+96D4;U+96D4	# ?;?;?;
U+96D5;U+5F6B;U+96D5;U+9D70,U+7431,U+5F6B	# ?;?;?;?,?,?
U+96D6;U+867D;U+867D,U+96D6	# ?;?;?,?;
U+96D7;U+96D7;U+96D7	# ?;?;?;
U+96D8;U+96D8;U+96D8	# ?;?;?;
U+96D9;U+53CC;U+53CC,U+96D9	# ?;?;?,?;
U+96DA;U+96DA;U+96DA	# ?;?;?;
U+96DB;U+96CF;U+96CF,U+96DB;U+9DB5	# ?;?;?,?;?
U+96DC;U+6742;U+6742,U+96DC;U+96D1,U+96E5	# ?;?;?,?;?,?
U+96DD;U+96CD;U+96CD,U+96DD	# ?;?;?,?;
U+96DE;U+9E21;U+9E21,U+96DE;U+9DC4,U+9CEE	# ?;?;?,?;?,?
U+96DF;U+96DF;U+96DF	# ?;?;?;
U+96E0;U+4EC7;U+96E0,U+8B8E;U+8B90,U+4EC7	# ?;?;?,?;?,?
U+96E1;U+96E1;U+96E1	# ?;?;?;
U+96E2;U+79BB;U+79BB,U+96E2	# ?;?;?,?;
U+96E3;U+96BE;U+96BE,U+96E3	# ?;?;?,?;
U+96E5;U+6742;U+6742,U+96E5;U+96D1,U+96DC	# ?;?;?,?;?,?
U+96E8;U+96E8;U+96E8	# ?;?;?;
U+96E9;U+96E9;U+96E9	# ?;?;?;
U+96EA;U+96EA;U+96EA	# ?;?;?;
U+96EB;U+96EB;U+96EB	# ?;?;?;
U+96EC;U+96EC;U+96EC	# ?;?;?;
U+96ED;U+96ED;U+96ED	# ?;?;?;
U+96EE;U+96EE;U+96EE	# ?;?;?;
U+96EF;U+96EF;U+96EF	# ?;?;?;
U+96F0;U+6C1B;U+6C1B,U+96F0	# ?;?;?,?;
U+96F1;U+96F1;U+96F1	# ?;?;?;
U+96F2;U+4E91;U+4E91,U+96F2	# ?;?;?,?;
U+96F3;U+96F3;U+96F3,U+9742	# ?;?;?,?;
U+96F4;U+96F4;U+96F4	# ?;?;?;
U+96F5;U+96F5;U+96F5	# ?;?;?;
U+96F6;U+96F6;U+96F6	# ?;?;?;
U+96F7;U+96F7;U+96F7	# ?;?;?;
U+96F8;U+96F8;U+96F8	# ?;?;?;
U+96F9;U+96F9;U+96F9	# ?;?;?;
U+96FA;U+96FA;U+96FA	# ?;?;?;
U+96FB;U+7535;U+7535,U+96FB	# ?;?;?,?;
U+96FD;U+96FD;U+96FD	# ?;?;?;
U+96FE;U+96FE;U+96FE,U+9727	# ?;?;?,?;
U+96FF;U+96FF;U+96FF	# ?;?;?;
U+9700;U+9700;U+9700	# ?;?;?;
U+9701;U+9701;U+9701,U+973D	# ?;?;?,?;
U+9702;U+9702;U+9702	# ?;?;?;
U+9703;U+9703;U+9703	# ?;?;?;
U+9704;U+9704;U+9704	# ?;?;?;
U+9705;U+9705;U+9705	# ?;?;?;
U+9706;U+9706;U+9706	# ?;?;?;
U+9707;U+9707;U+9707;U+8AAB	# ?;?;?;?
U+9708;U+9708;U+9708	# ?;?;?;
U+9709;U+9709;U+9709,U+9EF4	# ?;?;?,?;
U+970A;U+7075;U+7075,U+9748	# ?;?;?,?;
U+970B;U+970B;U+970B	# ?;?;?;
U+970C;U+970C;U+970C	# ?;?;?;
U+970D;U+970D;U+970D;U+7668	# ?;?;?;?
U+970E;U+970E;U+970E	# ?;?;?;
U+970F;U+970F;U+970F	# ?;?;?;
U+9710;U+9710;U+9710	# ?;?;?;
U+9711;U+6CBE;U+6CBE,U+9711	# ?;?;?,?;
U+9712;U+9634;U+9634,U+9712;U+9720,U+9670	# ?;?;?,?;?,?
U+9713;U+9713;U+9713;U+873A,U+86EA	# ?;?;?;?,?
U+9715;U+9715;U+9715	# ?;?;?;
U+9716;U+9716;U+9716	# ?;?;?;
U+9718;U+9718;U+9718	# ?;?;?;
U+9719;U+9719;U+9719	# ?;?;?;
U+971C;U+971C;U+971C	# ?;?;?;
U+971D;U+971D;U+971D	# ?;?;?;
U+971E;U+971E;U+971E;U+8D6E	# ?;?;?;?
U+971F;U+971F;U+971F	# ?;?;?;
U+9720;U+9634;U+9634,U+9720;U+9670,U+9712	# ?;?;?,?;?,?
U+9721;U+9721;U+9721	# ?;?;?;
U+9722;U+9722;U+9722	# ?;?;?;
U+9723;U+9723;U+9723	# ?;?;?;
U+9724;U+9724;U+9724	# ?;?;?;
U+9725;U+9725;U+9725	# ?;?;?;
U+9726;U+9726;U+9726	# ?;?;?;
U+9727;U+96FE;U+96FE,U+9727	# ?;?;?,?;
U+9728;U+9728;U+9728	# ?;?;?;
U+9729;U+5ED3;U+5ED3,U+9729	# ?;?;?,?;
U+972A;U+972A;U+972A	# ?;?;?;
U+972B;U+972B;U+972B	# ?;?;?;
U+972C;U+972C;U+972C	# ?;?;?;
U+972D;U+972D;U+972D,U+9744	# ?;?;?,?;
U+972E;U+972E;U+972E	# ?;?;?;
U+972F;U+972F;U+972F	# ?;?;?;
U+9730;U+9730;U+9730	# ?;?;?;
U+9731;U+9731;U+9731	# ?;?;?;
U+9732;U+9732;U+9732	# ?;?;?;
U+9735;U+9735;U+9735	# ?;?;?;
U+9736;U+9736;U+9736	# ?;?;?;
U+9738;U+9738;U+9738;U+8987	# ?;?;?;?
U+9739;U+9739;U+9739	# ?;?;?;
U+973A;U+6EA6;U+6EA6,U+973A	# ?;?;?,?;
U+973B;U+973B;U+973B	# ?;?;?;
U+973C;U+973C;U+973C	# ?;?;?;
U+973D;U+9701;U+9701,U+973D	# ?;?;?,?;
U+973E;U+973E;U+973E	# ?;?;?;
U+973F;U+973F;U+973F	# ?;?;?;
U+9742;U+96F3;U+96F3,U+9742	# ?;?;?,?;
U+9743;U+9743;U+9743	# ?;?;?;
U+9744;U+972D;U+972D,U+9744	# ?;?;?,?;
U+9745;U+9745;U+9745	# ?;?;?;
U+9746;U+53C7;U+53C7,U+9746	# ?;?;?,?;
U+9747;U+9747;U+9747	# ?;?;?;
U+9748;U+7075;U+7075,U+9748;U+970A	# ?;?;?,?;?
U+9749;U+53C6;U+53C6,U+9749	# ?;?;?,?;
U+974A;U+974A;U+974A	# ?;?;?;
U+974B;U+974B;U+974B	# ?;?;?;
U+974C;U+974C;U+974C	# ?;?;?;
U+974E;U+974E;U+974E	# ?;?;?;
U+974F;U+974F;U+974F	# ?;?;?;
U+9750;U+9750;U+9750	# ?;?;?;
U+9751;U+9752;U+9752	# ?;?;?;
U+9752;U+9752;U+9752;U+9751	# ?;?;?;?
U+9753;U+9753;U+9753,U+975A	# ?;?;?,?;
U+9754;U+9754;U+9754,U+975D	# ?;?;?,?;
U+9755;U+9755;U+9755	# ?;?;?;
U+9756;U+9756;U+9756	# ?;?;?;
U+9758;U+9758;U+9758	# ?;?;?;
U+9759;U+9759;U+9759,U+975C	# ?;?;?,?;
U+975A;U+9753;U+9753,U+975A	# ?;?;?,?;
U+975B;U+975B;U+975B	# ?;?;?;
U+975C;U+9759;U+9759,U+975C	# ?;?;?,?;
U+975D;U+9754;U+9754,U+975D	# ?;?;?,?;
U+975E;U+975E;U+975E	# ?;?;?;
U+975F;U+975F;U+975F	# ?;?;?;
U+9760;U+9760;U+9760	# ?;?;?;
U+9761;U+9761;U+9761	# ?;?;?;
U+9762;U+9762;U+9762,U+9EB5;U+9EAA	# ?;?;?,?;?
U+9765;U+9765;U+9765,U+9768	# ?;?;?,?;
U+9766;U+9766;U+9766	# ?;?;?;
U+9767;U+9767;U+9767	# ?;?;?;
U+9768;U+9765;U+9765,U+9768	# ?;?;?,?;
U+9769;U+9769;U+9769	# ?;?;?;
U+976A;U+976A;U+976A	# ?;?;?;
U+976B;U+976B;U+976B	# ?;?;?;
U+976C;U+976C;U+976C	# ?;?;?;
U+976D;U+97E7;U+97E7,U+97CC;U+8095	# ?;?;?,?;?
U+976E;U+976E;U+976E	# ?;?;?;
U+976F;U+976F;U+976F	# ?;?;?;
U+9770;U+9770;U+9770	# ?;?;?;
U+9772;U+9772;U+9772	# ?;?;?;
U+9773;U+9773;U+9773	# ?;?;?;
U+9774;U+9774;U+9774	# ?;?;?;
U+9776;U+9776;U+9776	# ?;?;?;
U+9777;U+9777;U+9777	# ?;?;?;
U+9778;U+9778;U+9778	# ?;?;?;
U+9779;U+9779;U+9779	# ?;?;?;
U+977A;U+977A;U+977A	# ?;?;?;
U+977B;U+977C;U+977C,U+977B	# ?;?;?,?;
U+977C;U+977C;U+977C;U+977B	# ?;?;?;?
U+977D;U+977D;U+977D	# ?;?;?;
U+977E;U+977E;U+977E	# ?;?;?;
U+977F;U+977F;U+977F	# ?;?;?;
U+9780;U+9F17;U+9F17,U+9780	# ?;?;?,?;
U+9781;U+9781;U+9781	# ?;?;?;
U+9782;U+79F8;U+79F8,U+9782;U+7A2D	# ?;?;?,?;?
U+9783;U+9783;U+9783	# ?;?;?;
U+9784;U+9784;U+9784	# ?;?;?;
U+9785;U+9785;U+9785	# ?;?;?;
U+9786;U+9786;U+9786	# ?;?;?;
U+9788;U+9788;U+9788	# ?;?;?;
U+978A;U+978A;U+978A	# ?;?;?;
U+978B;U+978B;U+978B	# ?;?;?;
U+978C;U+978D;U+978D	# ?;?;?;
U+978D;U+978D;U+978D;U+978C	# ?;?;?;?
U+978E;U+978E;U+978E	# ?;?;?;
U+978F;U+5DE9;U+5DE9,U+978F	# ?;?;?,?;
U+9790;U+9790;U+9790	# ?;?;?;
U+9791;U+9791;U+9791,U+97C3	# ?;?;?,?;
U+9792;U+6865;U+9792,U+97BD;U+6A4B,U+6865,U+6A47	# ?;?;?,?;?,?,?
U+9793;U+9793;U+9793	# ?;?;?;
U+9794;U+9794;U+9794	# ?;?;?;
U+9795;U+9795;U+9795	# ?;?;?;
U+9796;U+9796;U+9796	# ?;?;?;
U+9797;U+9797;U+9797	# ?;?;?;
U+9798;U+9798;U+9798	# ?;?;?;
U+9799;U+9799;U+9799	# ?;?;?;
U+979A;U+979A;U+979A	# ?;?;?;
U+979C;U+979C;U+979C	# ?;?;?;
U+979D;U+979D;U+979D	# ?;?;?;
U+979E;U+979E;U+979E	# ?;?;?;
U+979F;U+979F;U+979F	# ?;?;?;
U+97A0;U+97A0;U+97A0;U+9671	# ?;?;?;?
U+97A1;U+97A1;U+97A1	# ?;?;?;
U+97A2;U+97A2;U+97A2	# ?;?;?;
U+97A3;U+97A3;U+97A3	# ?;?;?;
U+97A4;U+5E2E;U+5E2E,U+97A4;U+5E5A,U+5E6B,U+7E0D,U+5E47	# ?;?;?,?;?,?,?,?
U+97A5;U+97A5;U+97A5	# ?;?;?;
U+97A6;U+79CB;U+79CB,U+97A6;U+7A50,U+9F9D	# ?;?;?,?;?,?
U+97A7;U+97A7;U+97A7	# ?;?;?;
U+97A8;U+97A8;U+97A8	# ?;?;?;
U+97AA;U+97AA;U+97AA	# ?;?;?;
U+97AB;U+97AB;U+97AB	# ?;?;?;
U+97AC;U+97AC;U+97AC	# ?;?;?;
U+97AD;U+97AD;U+97AD	# ?;?;?;
U+97AE;U+97AE;U+97AE	# ?;?;?;
U+97AF;U+97AF;U+97AF,U+97C9	# ?;?;?,?;
U+97B2;U+97B2;U+97B2	# ?;?;?;
U+97B3;U+97B3;U+97B3	# ?;?;?;
U+97B4;U+97B4;U+97B4	# ?;?;?;
U+97B6;U+97B6;U+97B6	# ?;?;?;
U+97B7;U+97B7;U+97B7	# ?;?;?;
U+97B8;U+97B8;U+97B8	# ?;?;?;
U+97B9;U+97B9;U+97B9	# ?;?;?;
U+97BA;U+97BA;U+97BA	# ?;?;?;
U+97BB;U+97BB;U+97BB	# ?;?;?;
U+97BC;U+97BC;U+97BC	# ?;?;?;
U+97BD;U+6865;U+9792,U+97BD;U+6A4B,U+6865,U+6A47	# ?;?;?,?;?,?,?
U+97BF;U+97BF;U+97BF	# ?;?;?;
U+97C1;U+7F30;U+7F30,U+97C1;U+7E6E	# ?;?;?,?;?
U+97C2;U+97C2;U+97C2	# ?;?;?;
U+97C3;U+9791;U+9791,U+97C3	# ?;?;?,?;
U+97C4;U+97C4;U+97C4	# ?;?;?;
U+97C5;U+97C5;U+97C5	# ?;?;?;
U+97C6;U+4EDF;U+5343,U+97C6;U+4EDF	# ?;?;?,?;?
U+97C7;U+97C7;U+97C7	# ?;?;?;
U+97C8;U+889C;U+889C,U+896A;U+97E4	# ?;?;?,?;?
U+97C9;U+97AF;U+97AF,U+97C9	# ?;?;?,?;
U+97CA;U+97CA;U+97CA	# ?;?;?;
U+97CB;U+97E6;U+97E6,U+97CB	# ?;?;?,?;
U+97CC;U+97E7;U+97E7,U+97CC;U+8095,U+976D	# ?;?;?,?;?,?
U+97CD;U+97E8;U+97E8,U+97CD	# ?;?;?,?;
U+97CE;U+97CE;U+97CE	# ?;?;?;
U+97CF;U+97CF;U+97CF	# ?;?;?;
U+97D0;U+97D0;U+97D0	# ?;?;?;
U+97D1;U+97D1;U+97D1	# ?;?;?;
U+97D3;U+97E9;U+97E9,U+97D3	# ?;?;?,?;
U+97D4;U+97D4;U+97D4	# ?;?;?;
U+97D5;U+97D5;U+97D5	# ?;?;?;
U+97D6;U+97D6;U+97D6	# ?;?;?;
U+97D7;U+97D7;U+97D7	# ?;?;?;
U+97D8;U+97D8;U+97D8	# ?;?;?;
U+97D9;U+97EA;U+97EA,U+97D9	# ?;?;?,?;
U+97DA;U+97DA;U+97DA	# ?;?;?;
U+97DB;U+97DB;U+97DB	# ?;?;?;
U+97DC;U+97EC;U+97EC,U+97DC	# ?;?;?,?;
U+97DD;U+97DD;U+97DD	# ?;?;?;
U+97DE;U+97EB;U+97EB,U+97DE	# ?;?;?,?;
U+97DF;U+97DF;U+97DF	# ?;?;?;
U+97E0;U+97E0;U+97E0	# ?;?;?;
U+97E1;U+97E1;U+97E1	# ?;?;?;
U+97E2;U+97E2;U+97E2	# ?;?;?;
U+97E3;U+97E3;U+97E3;U+97E5	# ?;?;?;?
U+97E4;U+889C;U+889C,U+896A;U+97C8	# ?;?;?,?;?
U+97E5;U+97E3;U+97E3,U+97E5	# ?;?;?,?;
U+97E6;U+97E6;U+97E6,U+97CB	# ?;?;?,?;
U+97E7;U+97E7;U+97E7,U+97CC;U+976D,U+8095	# ?;?;?,?;?,?
U+97E8;U+97E8;U+97E8,U+97CD	# ?;?;?,?;
U+97E9;U+97E9;U+97E9,U+97D3	# ?;?;?,?;
U+97EA;U+97EA;U+97EA,U+97D9	# ?;?;?,?;
U+97EB;U+97EB;U+97EB,U+97DE	# ?;?;?,?;
U+97EC;U+97EC;U+97EC,U+97DC	# ?;?;?,?;
U+97ED;U+97ED;U+97ED;U+97EE	# ?;?;?;?
U+97EE;U+97ED;U+97ED	# ?;?;?;
U+97EF;U+97EF;U+97EF	# ?;?;?;
U+97F0;U+97F0;U+97F0	# ?;?;?;
U+97F1;U+97F1;U+97F1	# ?;?;?;
U+97F2;U+9F51;U+9F51,U+9F4F;U+8640	# ?;?;?,?;?
U+97F3;U+97F3;U+97F3	# ?;?;?;
U+97F4;U+97F4;U+97F4	# ?;?;?;
U+97F5;U+97F5;U+97F5,U+97FB	# ?;?;?,?;
U+97F6;U+97F6;U+97F6	# ?;?;?;
U+97F7;U+97F7;U+97F7	# ?;?;?;
U+97F8;U+97F8;U+97F8	# ?;?;?;
U+97F9;U+97F9;U+97F9	# ?;?;?;
U+97FA;U+97FA;U+97FA	# ?;?;?;
U+97FB;U+97F5;U+97F5,U+97FB	# ?;?;?,?;
U+97FD;U+97FD;U+97FD	# ?;?;?;
U+97FE;U+97FE;U+97FE	# ?;?;?;
U+97FF;U+54CD;U+54CD,U+97FF	# ?;?;?,?;
U+9800;U+9800;U+9800	# ?;?;?;
U+9801;U+9875;U+9875,U+9801	# ?;?;?,?;
U+9802;U+9876;U+9876,U+9802	# ?;?;?,?;
U+9803;U+9877;U+9877,U+9803	# ?;?;?,?;
U+9804;U+9804;U+9804	# ?;?;?;
U+9805;U+9879;U+9879,U+9805	# ?;?;?,?;
U+9806;U+987A;U+987A,U+9806	# ?;?;?,?;
U+9807;U+9878;U+9878,U+9807	# ?;?;?,?;
U+9808;U+987B;U+987B,U+9808;U+9B1A	# ?;?;?,?;?
U+9809;U+9890;U+9890,U+9824;U+984A	# ?;?;?,?;?
U+980A;U+987C;U+987C,U+980A	# ?;?;?,?;
U+980B;U+987E;U+987E,U+9867	# ?;?;?,?;
U+980C;U+9882;U+9882,U+980C	# ?;?;?,?;
U+980D;U+980D;U+980D	# ?;?;?;
U+980E;U+9880;U+9880,U+980E	# ?;?;?,?;
U+980F;U+9883;U+9883,U+980F	# ?;?;?,?;
U+9810;U+9884;U+9884,U+9810	# ?;?;?,?;
U+9811;U+987D;U+987D,U+9811	# ?;?;?,?;
U+9812;U+9881;U+9881,U+9812;U+670C	# ?;?;?,?;?
U+9813;U+987F;U+987F,U+9813	# ?;?;?,?;
U+9814;U+9814;U+9814	# ?;?;?;
U+9815;U+9815;U+9815	# ?;?;?;
U+9816;U+9816;U+9816	# ?;?;?;
U+9817;U+9887;U+9887,U+9817	# ?;?;?,?;
U+9818;U+9886;U+9886,U+9818	# ?;?;?,?;
U+9819;U+9819;U+9819	# ?;?;?;
U+981A;U+9888;U+9888,U+9838;U+9D5B	# ?;?;?,?;?
U+981B;U+981B;U+981B	# ?;?;?;
U+981C;U+988C;U+988C,U+981C	# ?;?;?,?;
U+981D;U+981D;U+981D	# ?;?;?;
U+981E;U+981E;U+981E;U+9F43	# ?;?;?;?
U+9820;U+9820;U+9820	# ?;?;?;
U+9821;U+9889;U+9889,U+9821	# ?;?;?,?;
U+9822;U+9822;U+9822	# ?;?;?;
U+9823;U+9823;U+9823	# ?;?;?;
U+9824;U+9890;U+9890,U+9824;U+9809,U+984A	# ?;?;?,?;?,?
U+9826;U+988F;U+988F,U+9826	# ?;?;?,?;
U+9827;U+9827;U+9827	# ?;?;?;
U+9828;U+9828;U+9828	# ?;?;?;
U+9829;U+9829;U+9829	# ?;?;?;
U+982B;U+4FEF;U+4FEF,U+982B;U+4FDB	# ?;?;?,?;?
U+982D;U+5934;U+5934,U+982D	# ?;?;?,?;
U+982E;U+9892;U+9892,U+982E	# ?;?;?,?;
U+982F;U+982F;U+982F	# ?;?;?;
U+9830;U+988A;U+988A,U+9830	# ?;?;?,?;
U+9831;U+9831;U+9831	# ?;?;?;
U+9832;U+988B;U+988B,U+9832	# ?;?;?,?;
U+9834;U+9896;U+9896,U+7A4E;U+9895	# ?;?;?,?;?
U+9835;U+9835;U+9835	# ?;?;?;
U+9836;U+9836;U+9836	# ?;?;?;
U+9837;U+9894;U+9894,U+9837	# ?;?;?,?;
U+9838;U+9888;U+9888,U+9838;U+981A,U+9D5B	# ?;?;?,?;?,?
U+9839;U+9893;U+9893,U+9839;U+7A68,U+983D	# ?;?;?,?;?,?
U+983B;U+9891;U+9891,U+983B	# ?;?;?,?;
U+983C;U+8D56;U+8D56,U+8CF4	# ?;?;?,?;
U+983D;U+9893;U+9893,U+9839;U+7A68	# ?;?;?,?;?
U+983F;U+983F;U+983F	# ?;?;?;
U+9840;U+9840;U+9840	# ?;?;?;
U+9841;U+9841;U+9841	# ?;?;?;
U+9843;U+9843;U+9843	# ?;?;?;
U+9844;U+9844;U+9844	# ?;?;?;
U+9845;U+9845;U+9845	# ?;?;?;
U+9846;U+9897;U+9897,U+9846	# ?;?;?,?;
U+9848;U+9848;U+9848	# ?;?;?;
U+9849;U+9849;U+9849	# ?;?;?;
U+984A;U+9890;U+9890,U+984A;U+9809,U+9824	# ?;?;?,?;?,?
U+984C;U+9898;U+9898,U+984C	# ?;?;?,?;
U+984D;U+989D;U+989D,U+984D	# ?;?;?,?;
U+984E;U+989A;U+989A,U+984E	# ?;?;?,?;
U+984F;U+989C;U+989C,U+984F;U+9854	# ?;?;?,?;?
U+9850;U+8BE8;U+8BE8,U+9850;U+8AE2	# ?;?;?,?;?
U+9851;U+9851;U+9851	# ?;?;?;
U+9852;U+9899;U+9899,U+9852	# ?;?;?,?;
U+9853;U+989B;U+989B,U+9853	# ?;?;?,?;
U+9854;U+989C;U+989C,U+984F	# ?;?;?,?;
U+9855;U+663E;U+663E,U+986F	# ?;?;?,?;
U+9857;U+9857;U+9857	# ?;?;?;
U+9858;U+613F;U+613F,U+9858	# ?;?;?,?;
U+9859;U+98A1;U+98A1,U+9859	# ?;?;?,?;
U+985A;U+98A0;U+98A0,U+985B;U+508E	# ?;?;?,?;?
U+985B;U+98A0;U+98A0,U+985B;U+985A,U+508E	# ?;?;?,?;?,?
U+985C;U+985C;U+985C	# ?;?;?;
U+985D;U+985D;U+985D	# ?;?;?;
U+985E;U+7C7B;U+7C7B,U+985E	# ?;?;?,?;
U+985F;U+985F;U+985F	# ?;?;?;
U+9860;U+9860;U+9860	# ?;?;?;
U+9861;U+9861;U+9861	# ?;?;?;
U+9862;U+989F;U+989F,U+9862	# ?;?;?,?;
U+9863;U+8E59;U+8E59,U+9863	# ?;?;?,?;
U+9864;U+9864;U+9864	# ?;?;?;
U+9865;U+98A2;U+98A2,U+9865	# ?;?;?,?;
U+9867;U+987E;U+987E,U+9867;U+980B	# ?;?;?,?;?
U+9869;U+9869;U+9869	# ?;?;?;
U+986A;U+986A;U+986A	# ?;?;?;
U+986B;U+98A4;U+98A4,U+986B	# ?;?;?,?;
U+986C;U+98A5;U+98A5,U+986C	# ?;?;?,?;
U+986D;U+986D;U+986D	# ?;?;?;
U+986E;U+986E;U+986E	# ?;?;?;
U+986F;U+663E;U+663E,U+986F;U+9855	# ?;?;?,?;?
U+9870;U+98A6;U+98A6,U+9870	# ?;?;?,?;
U+9871;U+9885;U+9885,U+9871	# ?;?;?,?;
U+9872;U+9872;U+9872	# ?;?;?;
U+9873;U+989E;U+989E,U+9873	# ?;?;?,?;
U+9874;U+98A7;U+98A7,U+9874	# ?;?;?,?;
U+9875;U+9875;U+9875,U+9801	# ?;?;?,?;
U+9876;U+9876;U+9876,U+9802	# ?;?;?,?;
U+9877;U+9877;U+9877,U+9803	# ?;?;?,?;
U+9878;U+9878;U+9878,U+9807	# ?;?;?,?;
U+9879;U+9879;U+9879,U+9805	# ?;?;?,?;
U+987A;U+987A;U+987A,U+9806	# ?;?;?,?;
U+987B;U+987B;U+987B,U+9808,U+9B1A	# ?;?;?,?,?;
U+987C;U+987C;U+987C,U+980A	# ?;?;?,?;
U+987D;U+987D;U+987D,U+9811	# ?;?;?,?;
U+987E;U+987E;U+987E,U+9867;U+980B	# ?;?;?,?;?
U+987F;U+987F;U+987F,U+9813	# ?;?;?,?;
U+9880;U+9880;U+9880,U+980E	# ?;?;?,?;
U+9881;U+9881;U+9881,U+9812;U+670C	# ?;?;?,?;?
U+9882;U+9882;U+9882,U+980C	# ?;?;?,?;
U+9883;U+9883;U+9883,U+980F	# ?;?;?,?;
U+9884;U+9884;U+9884,U+9810	# ?;?;?,?;
U+9885;U+9885;U+9885,U+9871	# ?;?;?,?;
U+9886;U+9886;U+9886,U+9818	# ?;?;?,?;
U+9887;U+9887;U+9887,U+9817	# ?;?;?,?;
U+9888;U+9888;U+9888,U+9838;U+981A,U+9D5B	# ?;?;?,?;?,?
U+9889;U+9889;U+9889,U+9821	# ?;?;?,?;
U+988A;U+988A;U+988A,U+9830	# ?;?;?,?;
U+988B;U+988B;U+988B,U+9832	# ?;?;?,?;
U+988C;U+988C;U+988C,U+981C	# ?;?;?,?;
U+988D;U+988D;U+988D,U+6F41	# ?;?;?,?;
U+988E;U+988E;U+988E,U+71B2	# ?;?;?,?;
U+988F;U+988F;U+988F,U+9826	# ?;?;?,?;
U+9890;U+9890;U+9890,U+9824;U+9809,U+984A	# ?;?;?,?;?,?
U+9891;U+9891;U+9891,U+983B	# ?;?;?,?;
U+9892;U+9892;U+9892,U+982E	# ?;?;?,?;
U+9893;U+9893;U+9893,U+9839;U+7A68,U+983D	# ?;?;?,?;?,?
U+9894;U+9894;U+9894,U+9837	# ?;?;?,?;
U+9895;U+9896;U+9896,U+7A4E;U+9834	# ?;?;?,?;?
U+9896;U+9896;U+9896,U+7A4E;U+9834,U+9895	# ?;?;?,?;?,?
U+9897;U+9897;U+9897,U+9846	# ?;?;?,?;
U+9898;U+9898;U+9898,U+984C	# ?;?;?,?;
U+9899;U+9899;U+9899,U+9852	# ?;?;?,?;
U+989A;U+989A;U+989A,U+984E	# ?;?;?,?;
U+989B;U+989B;U+989B,U+9853	# ?;?;?,?;
U+989C;U+989C;U+989C,U+984F;U+9854	# ?;?;?,?;?
U+989D;U+989D;U+989D,U+984D	# ?;?;?,?;
U+989E;U+989E;U+989E,U+9873	# ?;?;?,?;
U+989F;U+989F;U+989F,U+9862	# ?;?;?,?;
U+98A0;U+98A0;U+98A0,U+985B;U+985A,U+508E	# ?;?;?,?;?,?
U+98A1;U+98A1;U+98A1,U+9859	# ?;?;?,?;
U+98A2;U+98A2;U+98A2,U+9865	# ?;?;?,?;
U+98A3;U+98A3;U+98A3,U+7E87	# ?;?;?,?;
U+98A4;U+98A4;U+98A4,U+986B	# ?;?;?,?;
U+98A5;U+98A5;U+98A5,U+986C	# ?;?;?,?;
U+98A6;U+98A6;U+98A6,U+9870	# ?;?;?,?;
U+98A7;U+98A7;U+98A7,U+9874	# ?;?;?,?;
U+98A8;U+98CE;U+98CE,U+98A8;U+51E8,U+98CC	# ?;?;?,?;?,?
U+98A9;U+98A9;U+98A9	# ?;?;?;
U+98AA;U+98AA;U+98AA	# ?;?;?;
U+98AB;U+98AB;U+98AB	# ?;?;?;
U+98AC;U+98AC;U+98AC	# ?;?;?;
U+98AD;U+98D0;U+98D0,U+98AD	# ?;?;?,?;
U+98AE;U+98D1;U+98D1,U+98AE	# ?;?;?,?;
U+98AF;U+98D2;U+98D2,U+98AF	# ?;?;?,?;
U+98B0;U+98B0;U+98B0	# ?;?;?;
U+98B1;U+53F0;U+53F0,U+98B1;U+7C49,U+81FA,U+6AAF	# ?;?;?,?;?,?,?
U+98B2;U+98B2;U+98B2	# ?;?;?;
U+98B3;U+522E;U+522E,U+98B3;U+5280	# ?;?;?,?;?
U+98B4;U+98B4;U+98B4	# ?;?;?;
U+98B5;U+98B5;U+98B5	# ?;?;?;
